Key	Distrito	Municipio	Freguesia	Eleitores (2022)	Eleitores (2024)	Percentagem de Votantes (2022)	Percentagem de Votantes (2024)	Votos Nulos (2022)	Votos Nulos (2024)	Votos Brancos (2022)	Votos Brancos (2024)	A - Percentagem (2022)	A - Percentagem (2024)	A - Votos (2022)	A - Votos (2024)	ADN - Percentagem (2022)	ADN - Percentagem (2024)	ADN - Votos (2022)	ADN - Votos (2024)	B.E. - Percentagem (2022)	B.E. - Percentagem (2024)	B.E. - Votos (2022)	B.E. - Votos (2024)	CDS-PP - Percentagem (2022)	CDS-PP - Percentagem (2024)	CDS-PP - Votos (2022)	CDS-PP - Votos (2024)	CH - Percentagem (2022)	CH - Percentagem (2024)	CH - Votos (2022)	CH - Votos (2024)	E - Percentagem (2022)	E - Percentagem (2024)	E - Votos (2022)	E - Votos (2024)	IL - Percentagem (2022)	IL - Percentagem (2024)	IL - Votos (2022)	IL - Votos (2024)	JPP - Percentagem (2022)	JPP - Percentagem (2024)	JPP - Votos (2022)	JPP - Votos (2024)	L - Percentagem (2022)	L - Percentagem (2024)	L - Votos (2022)	L - Votos (2024)	MAS - Percentagem (2022)	MAS - Percentagem (2024)	MAS - Votos (2022)	MAS - Votos (2024)	MPT - Percentagem (2022)	MPT - Percentagem (2024)	MPT - Votos (2022)	MPT - Votos (2024)	MPT.A - Percentagem (2022)	MPT.A - Percentagem (2024)	MPT.A - Votos (2022)	MPT.A - Votos (2024)	NC - Percentagem (2022)	NC - Percentagem (2024)	NC - Votos (2022)	NC - Votos (2024)	ND - Percentagem (2022)	ND - Percentagem (2024)	ND - Votos (2022)	ND - Votos (2024)	PAN - Percentagem (2022)	PAN - Percentagem (2024)	PAN - Votos (2022)	PAN - Votos (2024)	PCP-PEV - Percentagem (2022)	PCP-PEV - Percentagem (2024)	PCP-PEV - Votos (2022)	PCP-PEV - Votos (2024)	PCTP/MRPP - Percentagem (2022)	PCTP/MRPP - Percentagem (2024)	PCTP/MRPP - Votos (2022)	PCTP/MRPP - Votos (2024)	PPD/PSD - Percentagem (2022)	PPD/PSD - Percentagem (2024)	PPD/PSD - Votos (2022)	PPD/PSD - Votos (2024)	PPD/PSD.CDS-PP - Percentagem (2022)	PPD/PSD.CDS-PP - Percentagem (2024)	PPD/PSD.CDS-PP - Votos (2022)	PPD/PSD.CDS-PP - Votos (2024)	PPD/PSD.CDS-PP.PPM - Percentagem (2022)	PPD/PSD.CDS-PP.PPM - Percentagem (2024)	PPD/PSD.CDS-PP.PPM - Votos (2022)	PPD/PSD.CDS-PP.PPM - Votos (2024)	PPM - Percentagem (2022)	PPM - Percentagem (2024)	PPM - Votos (2022)	PPM - Votos (2024)	PS - Percentagem (2022)	PS - Percentagem (2024)	PS - Votos (2022)	PS - Votos (2024)	PTP - Percentagem (2022)	PTP - Percentagem (2024)	PTP - Votos (2022)	PTP - Votos (2024)	R.I.R. - Percentagem (2022)	R.I.R. - Percentagem (2024)	R.I.R. - Votos (2022)	R.I.R. - Votos (2024)	VP - Percentagem (2022)	VP - Percentagem (2024)	VP - Votos (2022)	VP - Votos (2024)
LOCAL-130603	Porto	Maia	Folgosa	3006	3006	0.661	0.7432	24	32	15	26	0.001	0	2	0	0.003	0.0139	6	31	0.0312	0.0398	62	89	0.0116	0	23	0	0.0433	0.1665	86	372	0.002	0.0004	4	1	0.0574	0.0568	114	127	0.001	0.0018	2	4	0.0116	0.0264	23	59	0.0005	0	1	0	0.001	0	2	0	0	0	0	0	0	0.0004	0	1	0	0.0018	0	4	0.0141	0.0233	28	52	0.0237	0.0184	47	41	0	0.0022	0	5	0.4016	0	798	0	0	0	0	0	0	0.3397	0	759	0	0	0	0	0.3724	0.2731	740	610	0.0005	0	1	0	0.0035	0.0076	7	17	0.001	0.0018	2	4
LOCAL-130608	Porto	Maia	Milheirós	3985	3933	0.6979	0.7605	18	30	30	35	0	0	0	0	0.0011	0.0124	3	37	0.0485	0.0461	135	138	0.0086	0	24	0	0.0363	0.1354	101	405	0.0011	0.0007	3	2	0.0539	0.0662	150	198	0	0.002	0	6	0.014	0.0381	39	114	0	0	0	0	0.0004	0	1	0	0	0	0	0	0.0007	0.0017	2	5	0	0.002	0	6	0.0205	0.0251	57	75	0.0316	0.0171	88	51	0	0.0037	0	11	0.3121	0	868	0	0	0	0	0	0	0.2935	0	878	0	0	0	0	0.4448	0.3263	1237	976	0.0011	0	3	0	0.0058	0.0067	16	20	0.0022	0.0013	6	4
LOCAL-130609	Porto	Maia	Moreira	11220	11303	0.6807	0.7679	51	94	102	130	0	0	0	0	0.0009	0.0147	7	128	0.0481	0.0468	367	406	0.0141	0	108	0	0.0448	0.1502	342	1304	0.0005	0.0003	4	3	0.0656	0.0802	501	696	0.0004	0.0005	3	4	0.0111	0.0373	85	324	0.0008	0	6	0	0.0007	0	5	0	0	0	0	0	0.0007	0.0006	5	5	0	0.0017	0	15	0.021	0.0267	160	232	0.0305	0.0187	233	162	0	0.0025	0	22	0.3563	0	2721	0	0	0	0	0	0	0.3174	0	2755	0	0	0	0	0.3767	0.2698	2877	2342	0.0004	0	3	0	0.006	0.005	46	43	0.0014	0.0017	11	15
LOCAL-130620	Porto	Maia	Nogueira e Silva Escura	7188	7236	0.6462	0.7489	49	45	64	101	0.0002	0	1	0	0.0022	0.0148	10	80	0.0452	0.0471	210	255	0.0125	0	58	0	0.0512	0.167	238	905	0.0006	0.0007	3	4	0.0648	0.0753	301	408	0.0009	0.0015	4	8	0.008	0.0314	37	170	0.0004	0	2	0	0.0006	0	3	0	0	0	0	0	0.0009	0.0004	4	2	0	0.0015	0	8	0.0189	0.0312	88	169	0.0222	0.0151	103	82	0	0.003	0	16	0.3513	0	1632	0	0	0	0	0	0	0.3152	0	1708	0	0	0	0	0.3895	0.2595	1809	1406	0.0004	0	2	0	0.0045	0.0076	21	41	0.0013	0.002	6	11
LOCAL-130617	Porto	Maia	Pedrouços	10219	10085	0.6476	0.717	51	75	57	84	0.0008	0	5	0	0.0018	0.0144	12	104	0.0567	0.0466	375	337	0.0119	0	79	0	0.0351	0.1305	232	944	0.0018	0.0003	12	2	0.0562	0.0636	372	460	0.0005	0.001	3	7	0.0145	0.0466	96	337	0.0008	0	5	0	0.0006	0	4	0	0	0	0	0	0.0005	0.0004	3	3	0	0.001	0	7	0.0252	0.0277	167	200	0.045	0.0293	298	212	0	0.0039	0	28	0.307	0	2032	0	0	0	0	0	0	0.2814	0	2035	0	0	0	0	0.4196	0.3228	2777	2334	0.0006	0	4	0	0.0048	0.0069	32	50	0.0003	0.0017	2	12
LOCAL-130613	Porto	Maia	São Pedro Fins	1609	1625	0.6495	0.7582	7	12	14	24	0	0	0	0	0	0.0154	0	19	0.045	0.0341	47	42	0.0134	0	14	0	0.0354	0.1567	37	193	0.0019	0	2	0	0.0536	0.0698	56	86	0.001	0	1	0	0.0048	0.0252	5	31	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.0008	1	1	0	0.0024	0	3	0.0172	0.0211	18	26	0.0287	0.0106	30	13	0	0.0016	0	2	0.4048	0	423	0	0	0	0	0	0	0.3693	0	455	0	0	0	0	0.3675	0.2581	384	318	0	0	0	0	0.0057	0.0032	6	4	0	0.0024	0	3
LOCAL-130616	Porto	Maia	Vila Nova da Telha	5285	5317	0.6681	0.7534	26	38	39	71	0.0003	0	1	0	0.0006	0.017	2	68	0.0416	0.0432	147	173	0.0096	0	34	0	0.0453	0.1326	160	531	0.0023	0.0002	8	1	0.0643	0.0756	227	303	0.0003	0.0007	1	3	0.0085	0.0362	30	145	0.0014	0	5	0	0.0003	0	1	0	0	0	0	0	0.0003	0.0005	1	2	0	0.0007	0	3	0.0218	0.0262	77	105	0.0297	0.023	105	92	0	0.0032	0	13	0.3625	0	1280	0	0	0	0	0	0	0.33	0	1322	0	0	0	0	0.3874	0.2768	1368	1109	0.0006	0	2	0	0.004	0.0052	14	21	0.0008	0.0015	3	6
LOCAL-130732	Porto	Marco de Canaveses	Alpendorada, Várzea e Torrão	7127	7050	0.5638	0.6725	43	59	35	56	0.0002	0	1	0	0.001	0.0367	4	174	0.0244	0.0289	98	137	0.0192	0	77	0	0.0398	0.15	160	711	0.0015	0.0002	6	1	0.0304	0.0392	122	186	0.0002	0.0021	1	10	0.0045	0.0177	18	84	0.0005	0	2	0	0.0005	0	2	0	0	0	0	0	0.0015	0.0002	6	1	0	0.003	0	14	0.0102	0.0154	41	73	0.0097	0.0074	39	35	0	0.0017	0	8	0.449	0	1804	0	0	0	0	0	0	0.4189	0	1986	0	0	0	0	0.3661	0.2356	1471	1117	0	0	0	0	0.0202	0.0184	81	87	0.0017	0.0004	7	2
LOCAL-130733	Porto	Marco de Canaveses	Avessadas e Rosém	1304	1328	0.5752	0.6551	4	16	8	16	0	0	0	0	0.0053	0.0299	4	26	0.02	0.0195	15	17	0.0227	0	17	0	0.056	0.1897	42	165	0.0013	0	1	0	0.0253	0.0402	19	35	0	0	0	0	0.0093	0.0253	7	22	0	0	0	0	0.0013	0	1	0	0	0	0	0	0.0013	0.0011	1	1	0	0.0046	0	4	0.0093	0.0103	7	9	0.0107	0.0092	8	8	0	0.0011	0	1	0.36	0	270	0	0	0	0	0	0	0.3356	0	292	0	0	0	0	0.4453	0.2782	334	242	0	0	0	0	0.016	0.0172	12	15	0	0.0011	0	1
LOCAL-130704	Porto	Marco de Canaveses	Banho e Carvalhosa	1093	1093	0.559	0.6176	7	6	8	7	0.0016	0	1	0	0	0.0222	0	15	0.0164	0.0267	10	18	0.0229	0	14	0	0.0442	0.163	27	110	0	0	0	0	0.0196	0.0193	12	13	0	0	0	0	0.0065	0.0178	4	12	0	0	0	0	0.0033	0	2	0	0	0	0	0	0.0033	0.0015	2	1	0	0.0044	0	3	0.0033	0.0119	2	8	0.0245	0.0281	15	19	0	0.0044	0	3	0.2259	0	138	0	0	0	0	0	0	0.2237	0	151	0	0	0	0	0.599	0.4459	366	301	0	0	0	0	0.0049	0.0119	3	8	0	0	0	0
LOCAL-130734	Porto	Marco de Canaveses	Bem Viver	3228	3196	0.5421	0.6439	13	21	17	23	0	0	0	0	0.0023	0.0418	4	86	0.0331	0.0321	58	66	0.0137	0	24	0	0.0291	0.1686	51	347	0.0011	0.0005	2	1	0.028	0.0389	49	80	0	0.001	0	2	0.0057	0.019	10	39	0.0011	0	2	0	0.0017	0	3	0	0	0	0	0	0.0029	0	5	0	0	0.0024	0	5	0.0154	0.017	27	35	0.012	0.0078	21	16	0	0.0005	0	1	0.3926	0	687	0	0	0	0	0	0	0.3853	0	793	0	0	0	0	0.4206	0.2464	736	507	0	0	0	0	0.0229	0.016	40	33	0.0006	0.0015	1	3
LOCAL-130705	Porto	Marco de Canaveses	Constance	1386	1392	0.6659	0.7213	12	13	5	11	0	0	0	0	0	0.0289	0	29	0.0173	0.0359	16	36	0.0141	0	13	0	0.0379	0.1275	35	128	0.0022	0	2	0	0.0293	0.0398	27	40	0	0.001	0	1	0.0087	0.0199	8	20	0.0022	0	2	0	0.0011	0	1	0	0	0	0	0	0.0022	0.001	2	1	0	0.005	0	5	0.0065	0.012	6	12	0.0195	0.0169	18	17	0	0.009	0	9	0.3034	0	280	0	0	0	0	0	0	0.2799	0	281	0	0	0	0	0.52	0.3725	480	374	0.0022	0	2	0	0.0141	0.0259	13	26	0.0011	0.001	1	1
LOCAL-130736	Porto	Marco de Canaveses	Marco	10107	10332	0.5922	0.677	56	68	60	98	0	0	0	0	0.0015	0.0219	9	153	0.0424	0.0452	254	316	0.0127	0	76	0	0.0394	0.153	236	1070	0.0007	0.0004	4	3	0.0373	0.0542	223	379	0.0002	0.0016	1	11	0.0067	0.031	40	217	0.001	0	6	0	0.0005	0	3	0	0	0	0	0	0.0005	0.0009	3	6	0	0.0017	0	12	0.0105	0.017	63	119	0.0189	0.0113	113	79	0	0.0017	0	12	0.3183	0	1905	0	0	0	0	0	0	0.2978	0	2083	0	0	0	0	0.4804	0.3272	2875	2289	0.0003	0	2	0	0.0089	0.0103	53	72	0.0005	0.0011	3	8
LOCAL-130737	Porto	Marco de Canaveses	Paredes de Viadores e Manhuncelos	1379	1400	0.5606	0.6457	10	14	4	10	0.0013	0	1	0	0.0026	0.0299	2	27	0.0388	0.0387	30	35	0.0207	0	16	0	0.022	0.2013	17	182	0.0026	0.0022	2	2	0.0323	0.0354	25	32	0.0013	0.0011	1	1	0.0078	0.0133	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0011	1	1	0	0.0022	0	2	0.0103	0.0122	8	11	0.0155	0.0155	12	14	0	0.0088	0	8	0.2303	0	178	0	0	0	0	0	0	0.2268	0	205	0	0	0	0	0.5834	0.3662	451	331	0	0	0	0	0.0116	0.0188	9	17	0	0	0	0
LOCAL-130738	Porto	Marco de Canaveses	Penha Longa e Paços de Gaiolo	2335	2306	0.5101	0.6002	13	10	12	19	0.0008	0	1	0	0	0.0289	0	40	0.0252	0.0289	30	40	0.0151	0	18	0	0.0378	0.1814	45	251	0.0008	0.0036	1	5	0.0243	0.0368	29	51	0.0017	0.0022	2	3	0.0034	0.0275	4	38	0	0	0	0	0.0008	0	1	0	0	0	0	0	0.0008	0	1	0	0	0.0022	0	3	0.0109	0.0159	13	22	0.0084	0.0087	10	12	0	0.0036	0	5	0.3031	0	361	0	0	0	0	0	0	0.276	0	382	0	0	0	0	0.5332	0.3483	635	482	0	0	0	0	0.0109	0.013	13	18	0.0017	0.0022	2	3
LOCAL-130739	Porto	Marco de Canaveses	Sande e São Lourenço do Douro	2323	2276	0.517	0.6265	12	15	7	18	0	0	0	0	0.0008	0.0344	1	49	0.0125	0.0196	15	28	0.0208	0	25	0	0.04	0.1669	48	238	0.0017	0.0007	2	1	0.0241	0.0442	29	63	0.0008	0.0021	1	3	0.0042	0.014	5	20	0	0	0	0	0.0008	0	1	0	0	0	0	0	0.0017	0.0014	2	2	0	0.0021	0	3	0.0058	0.0077	7	11	0.0058	0.0063	7	9	0	0.0028	0	4	0.4646	0	558	0	0	0	0	0	0	0.4411	0	629	0	0	0	0	0.3872	0.2062	465	294	0	0	0	0	0.0133	0.0224	16	32	0	0.0049	0	7
LOCAL-130735	Porto	Marco de Canaveses	Santo Isidoro e Livração	1702	1702	0.6927	0.7509	9	6	8	21	0.0008	0	1	0	0.0008	0.0172	1	22	0.0331	0.036	39	46	0.0085	0	10	0	0.0237	0.1041	28	133	0.0017	0	2	0	0.0195	0.0219	23	28	0	0.0016	0	2	0.0008	0.0266	1	34	0	0	0	0	0.0008	0	1	0	0	0	0	0	0.0008	0	1	0	0	0.0023	0	3	0.0093	0.0086	11	11	0.0738	0.0618	87	79	0	0.0047	0	6	0.173	0	204	0	0	0	0	0	0	0.1901	0	243	0	0	0	0	0.6319	0.4875	745	623	0	0	0	0	0.0068	0.0133	8	17	0	0.0031	0	4
LOCAL-130722	Porto	Marco de Canaveses	Soalhães	3006	2998	0.5595	0.6258	13	20	18	24	0	0	0	0	0.0012	0.0224	2	42	0.022	0.0235	37	44	0.0137	0	23	0	0.0392	0.1764	66	331	0.0024	0	4	0	0.0095	0.0251	16	47	0.0006	0.0011	1	2	0.0048	0.0149	8	28	0	0	0	0	0.0006	0	1	0	0	0	0	0	0.0018	0.0005	3	1	0	0.0032	0	6	0.0048	0.0144	8	27	0.0083	0.0101	14	19	0	0.0027	0	5	0.258	0	434	0	0	0	0	0	0	0.2468	0	463	0	0	0	0	0.6011	0.4168	1011	782	0.0006	0	1	0	0.0113	0.0144	19	27	0.0018	0.0043	3	8
LOCAL-130723	Porto	Marco de Canaveses	Sobretâmega	999	1006	0.6096	0.6789	3	6	3	5	0	0	0	0	0.0033	0.0161	2	11	0.0345	0.0307	21	21	0.0164	0	10	0	0.0345	0.1479	21	101	0.0016	0	1	0	0.0148	0.0264	9	18	0.0016	0.0015	1	1	0.0049	0.0205	3	14	0.0016	0	1	0	0	0	0	0	0	0	0	0	0	0.0015	0	1	0	0.0015	0	1	0.0099	0.0146	6	10	0.0164	0.0146	10	10	0	0.0029	0	2	0.3202	0	195	0	0	0	0	0	0	0.3119	0	213	0	0	0	0	0.5205	0.3719	317	254	0	0	0	0	0.0099	0.022	6	15	0	0	0	0
LOCAL-130724	Porto	Marco de Canaveses	Tabuado	1189	1218	0.6384	0.7085	4	5	5	16	0	0	0	0	0	0.0209	0	18	0.0224	0.0267	17	23	0.0198	0	15	0	0.0448	0.1321	34	114	0.0013	0	1	0	0.025	0.0533	19	46	0.0026	0	2	0	0.004	0.0151	3	13	0.0013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105	0.0035	8	3	0.0132	0.0035	10	3	0	0.0012	0	1	0.3689	0	280	0	0	0	0	0	0	0.3546	0	306	0	0	0	0	0.469	0.3465	356	299	0	0	0	0	0.004	0.0162	3	14	0.0013	0.0023	1	2
LOCAL-130740	Porto	Marco de Canaveses	Várzea, Aliviada e Folhada	2307	2291	0.58	0.6608	21	18	7	18	0	0	0	0	0	0.0291	0	44	0.0239	0.0324	32	49	0.0127	0	17	0	0.0419	0.177	56	268	0.0015	0	2	0	0.0232	0.037	31	56	0.0015	0.0013	2	2	0.003	0.0145	4	22	0.0015	0	2	0	0.0022	0	3	0	0	0	0	0	0.0015	0	2	0	0	0.002	0	3	0.0022	0.0106	3	16	0.0097	0.0092	13	14	0	0.0046	0	7	0.3655	0	489	0	0	0	0	0	0	0.3329	0	504	0	0	0	0	0.4783	0.3071	640	465	0.0007	0	1	0	0.009	0.0159	12	24	0.0007	0.0026	1	4
LOCAL-130741	Porto	Marco de Canaveses	Vila Boa de Quires e Maureles	3215	3196	0.5863	0.6593	15	24	13	16	0	0	0	0	0.0005	0.0256	1	54	0.0196	0.0247	37	52	0.026	0	49	0	0.0419	0.1604	79	338	0.0005	0.0005	1	1	0.0228	0.0337	43	71	0	0.0014	0	3	0.0048	0.0133	9	28	0.0011	0	2	0	0	0	0	0	0	0	0	0	0.0011	0.0009	2	2	0	0.0024	0	5	0.008	0.0128	15	27	0.0159	0.0133	30	28	0	0.0062	0	13	0.339	0	639	0	0	0	0	0	0	0.3256	0	686	0	0	0	0	0.4785	0.327	902	689	0	0	0	0	0.0249	0.0327	47	69	0.0005	0.0005	1	1
LOCAL-130730	Porto	Marco de Canaveses	Vila Boa do Bispo	2722	2666	0.5378	0.6455	14	13	8	16	0	0	0	0	0.0041	0.0325	6	56	0.026	0.0314	38	54	0.0369	0	54	0	0.0335	0.1952	49	336	0.002	0.0006	3	1	0.0301	0.0476	44	82	0	0.0006	0	1	0.0061	0.0198	9	34	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0006	2	1	0	0.0023	0	4	0.0157	0.0122	23	21	0.0116	0.0064	17	11	0	0.0017	0	3	0.4078	0	597	0	0	0	0	0	0	0.4009	0	690	0	0	0	0	0.3893	0.2121	570	365	0	0	0	0	0.0198	0.0186	29	32	0.0007	0.0006	1	1
LOCAL-130811	Porto	Matosinhos	Custóias, Leça do Balio e Guifões	37327	37316	0.6227	0.7128	193	287	246	367	0.0003	0	7	0	0.0014	0.0147	32	392	0.0571	0.052	1327	1384	0.0105	0	244	0	0.045	0.1529	1047	4067	0.0007	0.001	16	27	0.0513	0.0579	1193	1540	0.0003	0.0009	7	25	0.0103	0.0338	239	899	0.0006	0	14	0	0.0006	0	15	0	0	0	0	0	0.0009	0.0008	22	22	0	0.0014	0	36	0.0201	0.0238	468	633	0.0405	0.0287	941	764	0	0.0026	0	69	0.2635	0	6124	0	0	0	0	0	0	0.238	0	6330	0	0	0	0	0.4719	0.3602	10969	9580	0.0005	0	12	0	0.0046	0.0054	106	144	0.0009	0.0012	20	33
LOCAL-130812	Porto	Matosinhos	Matosinhos e Leça da Palmeira	43365	42959	0.6292	0.7058	197	262	238	319	0.0002	0	6	0	0.0017	0.0143	46	435	0.05	0.047	1364	1426	0.0127	0	347	0	0.0364	0.1171	993	3550	0.0006	0.0006	16	18	0.0813	0.0753	2219	2282	0.0001	0.0005	2	16	0.0168	0.0439	459	1332	0.0007	0	20	0	0.0004	0	12	0	0	0	0	0	0.0005	0.0004	14	12	0	0.001	0	30	0.0185	0.0203	506	616	0.0345	0.022	940	666	0	0.0019	0	58	0.3413	0	9312	0	0	0	0	0	0	0.3371	0	10221	0	0	0	0	0.3843	0.2946	10486	8934	0.0003	0	7	0	0.003	0.0037	82	111	0.0007	0.0011	19	34
LOCAL-130813	Porto	Matosinhos	Perafita, Lavra e Santa Cruz do Bispo	25785	25945	0.594	0.6866	139	192	170	226	0.0005	0	8	0	0.0019	0.0157	29	280	0.0528	0.046	808	819	0.0136	0	209	0	0.0481	0.1739	737	3097	0.0013	0.0008	20	14	0.0451	0.058	691	1033	0.0005	0.0013	8	23	0.0106	0.0285	163	508	0.0012	0	18	0	0.0006	0	9	0	0	0	0	0	0.0008	0.001	13	17	0	0.0017	0	30	0.0179	0.025	274	446	0.0266	0.0181	407	323	0	0.0039	0	70	0.2881	0	4413	0	0	0	0	0	0	0.2584	0	4603	0	0	0	0	0.4634	0.3367	7098	5998	0.0007	0	10	0	0.0054	0.0056	83	99	0.0007	0.002	10	35
LOCAL-130814	Porto	Matosinhos	São Mamede de Infesta e Senhora da Hora	44722	44270	0.6402	0.7176	207	259	289	382	0.0004	0	11	0	0.002	0.012	58	382	0.0634	0.0572	1815	1816	0.0107	0	305	0	0.0378	0.1191	1082	3784	0.0007	0.0003	21	11	0.0623	0.0668	1783	2122	0.0002	0.0011	6	36	0.016	0.049	459	1557	0.0007	0	20	0	0.0006	0	16	0	0	0	0	0	0.0006	0.0006	18	20	0	0.0011	0	36	0.0207	0.0254	594	808	0.0449	0.0317	1286	1008	0	0.0027	0	87	0.3045	0	8719	0	0	0	0	0	0	0.2877	0	9138	0	0	0	0	0.4112	0.3197	11774	10155	0.0003	0	8	0	0.0046	0.0042	132	132	0.0009	0.0011	27	34
LOCAL-130902	Porto	Paços de Ferreira	Carvalhosa	3959	3957	0.6077	0.6917	20	30	23	42	0.0004	0	1	0	0.0021	0.0227	5	62	0.027	0.0329	65	90	0.0137	0	33	0	0.0644	0.2397	155	656	0.0012	0	3	0	0.0436	0.0522	105	143	0	0.0007	0	2	0.0046	0.0146	11	40	0.0008	0	2	0	0.0012	0	3	0	0	0	0	0	0.0025	0.0004	6	1	0	0.0018	0	5	0.0067	0.011	16	30	0.0116	0.0088	28	24	0	0.0018	0	5	0.389	0	936	0	0	0	0	0	0	0.3449	0	944	0	0	0	0	0.4057	0.2342	976	641	0.0008	0	2	0	0.0062	0.0073	15	20	0.0004	0.0007	1	2
LOCAL-130904	Porto	Paços de Ferreira	Eiriz	1921	1959	0.6632	0.7177	10	12	18	20	0	0	0	0	0	0.0206	0	29	0.0149	0.0341	19	48	0.0094	0	12	0	0.0502	0.1714	64	241	0.0008	0.0014	1	2	0.0377	0.0398	48	56	0.0008	0.0028	1	4	0.0016	0.0156	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	3	0.011	0.01	14	14	0.0173	0.0107	22	15	0	0.0028	0	4	0.376	0	479	0	0	0	0	0	0	0.3649	0	513	0	0	0	0	0.4498	0.293	573	412	0	0	0	0	0.0047	0.005	6	7	0.0039	0.0028	5	4
LOCAL-130905	Porto	Paços de Ferreira	Ferreira	3749	3755	0.6212	0.7121	39	30	42	41	0	0	0	0	0.0009	0.0277	2	74	0.0305	0.0325	71	87	0.0193	0	45	0	0.0584	0.2068	136	553	0.0004	0.0004	1	1	0.0374	0.0494	87	132	0	0.0022	0	6	0.0056	0.0142	13	38	0.0009	0	2	0	0.0004	0	1	0	0	0	0	0	0.0043	0.0015	10	4	0	0.0015	0	4	0.006	0.0157	14	42	0.0146	0.0138	34	37	0	0.0026	0	7	0.3409	0	794	0	0	0	0	0	0	0.3242	0	867	0	0	0	0	0.4294	0.2663	1000	712	0.0021	0	5	0	0.0133	0.0123	31	33	0.0009	0.0022	2	6
LOCAL-130906	Porto	Paços de Ferreira	Figueiró	2177	2206	0.6821	0.7434	11	9	11	21	0.0007	0	1	0	0	0.0232	0	38	0.029	0.0463	43	76	0.0114	0	17	0	0.0384	0.1713	57	281	0.002	0.0018	3	3	0.0465	0.0494	69	81	0.0007	0.0006	1	1	0.0047	0.0189	7	31	0.0007	0	1	0	0	0	0	0	0	0	0	0	0.002	0.0018	3	3	0	0.0024	0	4	0.0135	0.011	20	18	0.0088	0.0091	13	15	0	0.0012	0	2	0.3596	0	534	0	0	0	0	0	0	0.3384	0	555	0	0	0	0	0.4552	0.297	676	487	0.0007	0	1	0	0.0108	0.0091	16	15	0.0007	0	1	0
LOCAL-130917	Porto	Paços de Ferreira	Frazão Arreigada	5301	5317	0.6095	0.6974	45	54	38	55	0.0006	0	2	0	0.0006	0.0286	2	106	0.026	0.0221	84	82	0.0195	0	63	0	0.0551	0.2001	178	742	0.0015	0.0008	5	3	0.0313	0.0407	101	151	0	0.0013	0	5	0.0077	0.014	25	52	0	0	0	0	0.0009	0	3	0	0	0	0	0	0.0012	0.0003	4	1	0	0.0027	0	10	0.0115	0.0138	37	51	0.0133	0.0105	43	39	0	0.0016	0	6	0.4352	0	1406	0	0	0	0	0	0	0.3964	0	1470	0	0	0	0	0.36	0.2295	1163	851	0.0009	0	3	0	0.0084	0.0059	27	22	0.0006	0.0022	2	8
LOCAL-130908	Porto	Paços de Ferreira	Freamunde	6762	6804	0.6193	0.7058	42	46	42	85	0.0007	0	3	0	0.0014	0.0198	6	95	0.0418	0.045	175	216	0.015	0	63	0	0.0406	0.1549	170	744	0.0019	0.001	8	5	0.0303	0.0423	127	203	0.0007	0.0019	3	9	0.0105	0.0217	44	104	0.0002	0	1	0	0.001	0	4	0	0	0	0	0	0.0007	0.0008	3	4	0	0.0006	0	3	0.0096	0.0171	40	82	0.079	0.0687	331	330	0	0.0058	0	28	0.2689	0	1126	0	0	0	0	0	0	0.2572	0	1235	0	0	0	0	0.467	0.3259	1956	1565	0	0	0	0	0.0098	0.009	41	43	0.0007	0.001	3	5
LOCAL-130910	Porto	Paços de Ferreira	Meixomil	3294	3351	0.6163	0.7081	19	22	31	48	0	0	0	0	0.0005	0.0257	1	61	0.0281	0.0236	57	56	0.0133	0	27	0	0.0483	0.2086	98	495	0.002	0.0013	4	3	0.0369	0.0438	75	104	0.0005	0.0008	1	2	0.0079	0.0211	16	50	0.001	0	2	0	0.0005	0	1	0	0	0	0	0	0.001	0.0004	2	1	0	0.0025	0	6	0.0118	0.0139	24	33	0.0143	0.0088	29	21	0	0.0008	0	2	0.4394	0	892	0	0	0	0	0	0	0.3978	0	944	0	0	0	0	0.364	0.2153	739	511	0	0	0	0	0.0049	0.0051	10	12	0.001	0.0008	2	2
LOCAL-130918	Porto	Paços de Ferreira	Paços de Ferreira	8428	8586	0.6279	0.7003	46	55	80	101	0	0	0	0	0.0019	0.0238	10	143	0.0293	0.0351	155	211	0.0144	0	76	0	0.0601	0.1888	318	1135	0.0008	0.0002	4	1	0.048	0.0655	254	394	0.0004	0.0008	2	5	0.0087	0.0248	46	149	0.0004	0	2	0	0.0009	0	5	0	0	0	0	0	0.0015	0.001	8	6	0	0.0027	0	16	0.0127	0.0165	67	99	0.0147	0.0106	78	64	0	0.0027	0	16	0.4255	0	2252	0	0	0	0	0	0	0.3855	0	2318	0	0	0	0	0.3488	0.2092	1846	1258	0.0004	0	2	0	0.0066	0.0057	35	34	0.0011	0.0013	6	8
